********************************************************************************
product = WebSphere Application Server 19.0.0.3 (wlp-1.0.26.cl190320190321-1636)
wlp.install.dir = /opt/ibm/wlp/
server.config.dir = /home/default/app/mc-target/liberty/wlp/usr/servers/defaultServer/
java.home = /home/default/java/jre
java.version = 1.8.0_221
java.runtime = Java(TM) SE Runtime Environment (8.0.5.41 - pxa6480sr5fp41-20190919_01(SR5 FP41))
os = Linux (4.9.184-linuxkit; amd64) (en_US)
process = 320@c3c630b42212
********************************************************************************
[1/13/20 9:43:33:236 UTC] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0001I: The server defaultServer has been launched.
[1/13/20 9:43:51:809 UTC] 00000037 com.ibm.ws.cache.CacheServiceImpl                            I DYNA1056I: Dynamic Cache (object cache) initialized successfully.
[1/13/20 9:43:52:065 UTC] 00000037 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [com.ibm.ws.microprofile.metrics.private] [/metrics] [PrivateMetricsRESTProxyServlet]: Initialization successful.
[1/13/20 9:43:52:099 UTC] 0000002f com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [com.ibm.ws.microprofile.health] [/health] [HealthCheckServlet]: Initialization successful.
[1/13/20 9:43:54:298 UTC] 0000003a org.jboss.weld.Version                                       I WELD-000900: 2.4.8 (Final)
[1/13/20 9:43:59:031 UTC] 00000031 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: javametrics.web.
[1/13/20 9:43:59:033 UTC] 00000031 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module javametrics.web has been bound to default_host.
[1/13/20 9:43:59:036 UTC] 00000031 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://c3c630b42212:9080/javametrics-dash/
[1/13/20 9:43:59:044 UTC] 00000031 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0001I: Application javametrics-dash started in 9.465 seconds.
[1/13/20 9:43:59:600 UTC] 00000032 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: javametrics-api.
[1/13/20 9:43:59:602 UTC] 00000032 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module javametrics-api has been bound to default_host.
[1/13/20 9:43:59:604 UTC] 00000032 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://c3c630b42212:9080/javametrics/
[1/13/20 9:43:59:611 UTC] 00000032 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0001I: Application javametrics-rest started in 9.980 seconds.
[1/13/20 9:43:59:971 UTC] 0000004f com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/javametrics-dash
[1/13/20 9:43:59:974 UTC] 0000004f com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/13/20 9:44:00:552 UTC] 00000036 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/javametrics
[1/13/20 9:44:00:555 UTC] 00000036 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/13/20 9:44:00:592 UTC] 0000004f com.ibm.ws.wsoc.EndpointManager                              I CWWKH0046I: Adding a WebSocket ServerEndpoint with the following URI: /javametrics-socket
[1/13/20 9:44:01:883 UTC] 0000003a com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: Weather-1.0-SNAPSHOT.
[1/13/20 9:44:01:885 UTC] 0000003a com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module Weather-1.0-SNAPSHOT has been bound to default_host.
[1/13/20 9:44:01:886 UTC] 0000003a com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://c3c630b42212:9080/
[1/13/20 9:44:01:890 UTC] 0000003a com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0001I: Application Weather started in 12.284 seconds.
[1/13/20 9:44:01:952 UTC] 0000004f com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at /home/default/app/mc-target/liberty/wlp/usr/servers/defaultServer/logs/state/plugin-cfg.xml.
[1/13/20 9:44:01:967 UTC] 00000036 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/
[1/13/20 9:44:01:969 UTC] 00000036 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/13/20 9:44:03:774 UTC] 0000002e com.ibm.ws.kernel.feature.internal.FeatureManager            A CWWKF0015I: The server has the following interim fixes active in the runtime: PH06340. For a full listing of installed fixes run: productInfo version --ifixes
[1/13/20 9:44:03:778 UTC] 0000002e com.ibm.ws.kernel.feature.internal.FeatureManager            A CWWKF0012I: The server installed the following features: [appSecurity-2.0, cdi-1.2, concurrent-1.0, distributedMap-1.0, el-3.0, jaxrs-2.0, jaxrsClient-2.0, jndi-1.0, json-1.0, jsonp-1.0, jsp-2.3, jwt-1.0, managedBeans-1.0, microProfile-1.2, mpConfig-1.1, mpFaultTolerance-1.0, mpHealth-1.0, mpJwt-1.0, mpMetrics-1.0, servlet-3.1, ssl-1.0, websocket-1.1].
[1/13/20 9:44:03:781 UTC] 0000002e com.ibm.ws.kernel.feature.internal.FeatureManager            I CWWKF0008I: Feature update completed in 28.340 seconds.
[1/13/20 9:44:03:782 UTC] 0000002e com.ibm.ws.kernel.feature.internal.FeatureManager            A CWWKF0011I: The server defaultServer is ready to run a smarter planet.
